,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,Approval_Prob,Loan_Approval
4286,Good,Low,Medium,Suburban,Master,0.4760532814909337,Disapproved
4287,Fair,High,Medium,Urban,Bachelor,0.4976619289013413,Disapproved
4288,Fair,Medium,Medium,Urban,Master,0.5660559931840202,Approved
4289,Good,Low,Medium,Suburban,High School,0.6515581200070079,Approved
4290,Fair,Medium,Small,Rural,High School,0.5974376656827438,Approved
4291,Bad,Low,Large,Urban,Bachelor,0.10387595410019171,Disapproved
4292,Fair,Low,Medium,Suburban,Master,0.46101531692410647,Disapproved
4293,Good,Low,Medium,Suburban,Bachelor,0.3685103391453664,Disapproved
4294,Fair,Medium,Medium,Urban,Bachelor,0.420981703909221,Disapproved
4295,Fair,Medium,Small,Rural,High School,0.6473189384368315,Approved
4296,Bad,High,Medium,Suburban,Bachelor,0.5871415443872399,Approved
4297,Bad,Low,Medium,Suburban,Bachelor,0.19948534580916755,Disapproved
4298,Fair,Medium,Medium,Urban,Master,0.598845825073907,Approved
4299,Fair,Medium,Small,Urban,Bachelor,0.8096046297664731,Approved
4300,Bad,Low,Small,Rural,Bachelor,0.3126330455538372,Disapproved
4301,Good,Medium,Medium,Urban,High School,0.942178764030186,Approved
4302,Good,Low,Small,Urban,High School,0.8552415166809002,Approved
4303,Fair,Low,Large,Rural,Bachelor,0.28246879017687,Disapproved
4304,Good,Medium,Medium,Rural,Bachelor,0.6381066037811443,Approved
4305,Bad,Medium,Large,Urban,Bachelor,0.16298793957878313,Disapproved
4306,Fair,Low,Large,Urban,Master,0.49370380272113273,Disapproved
4307,Fair,Low,Medium,Suburban,High School,0.4207750213379956,Disapproved
4308,Good,Low,Small,Urban,Bachelor,0.4773763764713249,Disapproved
4309,Good,Low,Medium,Urban,Master,0.2845151253372839,Disapproved
4310,Fair,Low,Medium,Urban,Bachelor,0.4052501859087014,Disapproved
4311,Good,Low,Medium,Suburban,Bachelor,0.5704907274472596,Approved
4312,Bad,Medium,Medium,Urban,Bachelor,0.2280694347439297,Disapproved
4313,Good,Medium,Large,Suburban,Bachelor,0.27761118314095223,Disapproved
4314,Good,Medium,Medium,Suburban,High School,0.35520294263370955,Disapproved
4315,Bad,Medium,Medium,Urban,High School,0.24670077034171528,Disapproved
4316,Good,Low,Medium,Urban,High School,0.48978322958265286,Disapproved
4317,Bad,Low,Large,Urban,Master,0.21223549132677544,Disapproved
4318,Fair,High,Large,Urban,High School,0.44629839518349773,Disapproved
4319,Fair,Low,Medium,Urban,Master,0.5591803093658912,Approved
4320,Fair,Low,Medium,Suburban,Master,0.48453233049264804,Disapproved
4321,Good,Low,Medium,Urban,Bachelor,0.6297734359133508,Approved
4322,Fair,Medium,Large,Suburban,Master,0.5048028522456933,Approved
4323,Fair,Medium,Medium,Suburban,High School,0.2946489148291642,Disapproved
4324,Good,High,Small,Urban,Bachelor,0.8143626562925758,Approved
4325,Good,High,Small,Urban,Master,0.9676184992233445,Approved
4326,Bad,Medium,Small,Rural,High School,0.22930714246001432,Disapproved
4327,Good,Low,Large,Suburban,High School,0.3426363083872231,Disapproved
4328,Bad,Low,Medium,Rural,High School,0.3101942944190467,Disapproved
4329,Good,Low,Large,Urban,Bachelor,0.15670698793663512,Disapproved
4330,Fair,Low,Medium,Rural,High School,0.2791536572170717,Disapproved
4331,Bad,Low,Large,Urban,Bachelor,0.3870596395368118,Disapproved
4332,Fair,Low,Small,Urban,Master,0.5762413891924307,Approved
4333,Fair,Low,Medium,Urban,High School,0.30316749770672813,Disapproved
4334,Fair,Low,Medium,Urban,Master,0.4207703185269407,Disapproved
4335,Bad,High,Medium,Suburban,High School,0.37590990303819816,Disapproved
4336,Fair,Medium,Large,Urban,High School,0.6220189080902788,Approved
4337,Good,High,Medium,Rural,High School,0.6291249333027822,Approved
4338,Fair,Low,Medium,Suburban,Master,0.3103423328051552,Disapproved
4339,Fair,Medium,Medium,Rural,Master,0.28053025094380746,Disapproved
4340,Fair,Low,Small,Urban,High School,0.5007710002076676,Approved
4341,Bad,Low,Large,Suburban,High School,0.1326965814575403,Disapproved
4342,Good,Low,Small,Urban,Master,0.8361777091410476,Approved
4343,Good,High,Medium,Suburban,Bachelor,0.6251994576155653,Approved
4344,Fair,High,Medium,Suburban,High School,0.6981430993716927,Approved
4345,Fair,Low,Medium,Urban,Bachelor,0.401208825696023,Disapproved
4346,Good,Low,Small,Urban,Master,0.40447176017357,Disapproved
4347,Fair,Medium,Large,Suburban,High School,0.25085430625427696,Disapproved
4348,Good,Low,Medium,Suburban,High School,0.4246699757427374,Disapproved
4349,Fair,Low,Medium,Urban,High School,0.6552394556974931,Approved
4350,Good,Low,Large,Urban,Bachelor,0.47485884260843225,Disapproved
4351,Fair,Medium,Large,Urban,High School,0.3714814222892975,Disapproved
4352,Fair,Low,Small,Suburban,Master,0.06853872710412198,Disapproved
4353,Good,Low,Large,Urban,Master,0.15402165731148276,Disapproved
4354,Fair,Low,Large,Suburban,Bachelor,0.34640920282023613,Disapproved
4355,Fair,Medium,Small,Suburban,High School,0.767928424104794,Approved
4356,Fair,High,Small,Suburban,Master,0.6661774938953187,Approved
4357,Fair,Low,Large,Rural,Bachelor,0.2512201097645499,Disapproved
4358,Fair,High,Medium,Urban,Bachelor,0.6211343143393537,Approved
4359,Bad,High,Medium,Urban,Master,0.49503859271324485,Disapproved
4360,Bad,High,Small,Urban,Master,0.5694582161754203,Approved
4361,Fair,Medium,Small,Urban,Bachelor,0.7717847239003481,Approved
4362,Good,Medium,Small,Urban,Bachelor,0.8870968347744713,Approved
4363,Fair,High,Large,Rural,High School,0.31924186724463854,Disapproved
4364,Fair,Low,Medium,Rural,Master,0.22493400108047928,Disapproved
4365,Fair,Medium,Large,Urban,Master,0.2422633002229128,Disapproved
4366,Bad,High,Large,Urban,Bachelor,0.32042601413210287,Disapproved
4367,Fair,Medium,Small,Urban,Master,0.7146656791412631,Approved
4368,Bad,High,Large,Rural,Master,0.4332307241620988,Disapproved
4369,Bad,Medium,Medium,Rural,High School,0.5035249909104702,Approved
4370,Fair,High,Small,Urban,Bachelor,0.8041512867815284,Approved
4371,Fair,Medium,Medium,Suburban,High School,0.545552297389989,Approved
4372,Bad,Medium,Large,Urban,Master,0.451020617282809,Disapproved
4373,Fair,Medium,Small,Urban,High School,0.6657776987874375,Approved
4374,Fair,High,Small,Urban,Bachelor,0.8265102212599705,Approved
4375,Fair,High,Small,Suburban,Bachelor,0.7997747688946933,Approved
4376,Fair,High,Medium,Urban,High School,0.6009662748137452,Approved
4377,Good,Medium,Large,Urban,High School,0.48100002910824347,Disapproved
4378,Bad,Low,Large,Urban,Bachelor,0.2890676086614206,Disapproved
4379,Fair,Low,Medium,Urban,High School,0.37378685274935025,Disapproved
4380,Bad,High,Large,Suburban,Bachelor,0.2662039854250855,Disapproved
4381,Bad,Medium,Small,Urban,Bachelor,0.38968896373432127,Disapproved
4382,Fair,Low,Medium,Rural,Bachelor,0.45484631337224474,Disapproved
4383,Fair,Low,Medium,Urban,Bachelor,0.3118336048071076,Disapproved
4384,Good,High,Small,Urban,Bachelor,0.885496479744262,Approved
4385,Fair,High,Small,Urban,High School,0.7844513048044421,Approved
4386,Good,High,Medium,Urban,Bachelor,0.7102477911785747,Approved
4387,Bad,Medium,Small,Urban,Bachelor,0.29344368757943795,Disapproved
4388,Bad,Low,Small,Urban,Master,0.24429405656706435,Disapproved
4389,Bad,Low,Small,Rural,High School,0.2637613449449893,Disapproved
4390,Bad,Low,Small,Suburban,Bachelor,0.24734463647613614,Disapproved
4391,Fair,High,Small,Rural,High School,0.8135230923036136,Approved
4392,Fair,Low,Medium,Urban,High School,0.7177909780603146,Approved
4393,Bad,Medium,Large,Urban,Bachelor,0.1669763787677252,Disapproved
4394,Good,Medium,Large,Urban,High School,0.4456624661626466,Disapproved
4395,Good,Medium,Large,Suburban,Bachelor,0.41361603040108696,Disapproved
4396,Fair,High,Large,Rural,Master,0.6057901353773025,Approved
4397,Bad,Low,Medium,Rural,High School,0.30327916797642707,Disapproved
4398,Bad,Medium,Large,Urban,Bachelor,0.2168137041952672,Disapproved
4399,Bad,Low,Small,Urban,Master,0.2228075098973175,Disapproved
4400,Bad,Low,Small,Urban,High School,0.25178068593499886,Disapproved
4401,Fair,Medium,Large,Urban,Bachelor,0.3761630969967345,Disapproved
4402,Fair,Low,Large,Urban,High School,0.27600617557038315,Disapproved
4403,Fair,Medium,Small,Urban,Bachelor,0.6627028898242233,Approved
4404,Good,Medium,Small,Urban,Bachelor,0.8548649751511399,Approved
4405,Fair,Low,Small,Urban,Bachelor,0.35378487416043036,Disapproved
4406,Good,Low,Small,Urban,Bachelor,0.7402837373278564,Approved
4407,Bad,Medium,Small,Suburban,Master,0.5485291513535043,Approved
4408,Fair,High,Medium,Urban,High School,0.47426179352850956,Disapproved
4409,Fair,Medium,Large,Urban,Master,0.26591950732914127,Disapproved
4410,Bad,Medium,Small,Suburban,High School,0.6190365709506149,Approved
4411,Bad,Medium,Large,Suburban,High School,0.11741836052240494,Disapproved
4412,Fair,Medium,Small,Urban,Master,0.9084636727196209,Approved
4413,Fair,Low,Medium,Rural,Master,0.4764934303801388,Disapproved
4414,Fair,Medium,Small,Urban,Master,0.6566579592053479,Approved
4415,Fair,Medium,Large,Urban,High School,0.31323486467323,Disapproved
4416,Fair,Medium,Medium,Urban,Master,0.6335679817223543,Approved
4417,Bad,Medium,Medium,Urban,Bachelor,0.2913133935675871,Disapproved
4418,Fair,High,Small,Suburban,Master,0.7178582340832204,Approved
4419,Bad,Low,Large,Urban,Master,0.306911376297076,Disapproved
4420,Bad,High,Small,Urban,High School,0.553450026647363,Approved
4421,Good,Medium,Small,Rural,Bachelor,0.8065707670251873,Approved
4422,Fair,Medium,Small,Urban,Master,0.5472027882949577,Approved
4423,Good,Low,Small,Suburban,Bachelor,0.7346506372213597,Approved
4424,Fair,Low,Medium,Urban,High School,0.48054388086316857,Disapproved
4425,Fair,Medium,Large,Urban,High School,0.617459033024984,Approved
4426,Fair,Medium,Large,Urban,Bachelor,0.2257347605396944,Disapproved
4427,Bad,Low,Small,Suburban,High School,0.19738677773289956,Disapproved
4428,Bad,Medium,Small,Suburban,High School,0.4646886695265636,Disapproved
4429,Good,Low,Large,Urban,Bachelor,0.29731371002970436,Disapproved
4430,Fair,High,Medium,Urban,High School,0.6253959631468943,Approved
4431,Fair,High,Medium,Rural,High School,0.7033965066480906,Approved
4432,Fair,Low,Large,Rural,High School,0.5912502702138516,Approved
4433,Good,High,Medium,Suburban,Master,0.7069982028586758,Approved
4434,Bad,High,Large,Urban,High School,0.09732651070291562,Disapproved
4435,Fair,Low,Large,Rural,Master,0.22000799941912377,Disapproved
4436,Fair,Medium,Medium,Urban,Master,0.5650544618866434,Approved
4437,Good,Medium,Medium,Suburban,Bachelor,0.5131469272888336,Approved
4438,Good,Medium,Large,Urban,High School,0.5462145889347295,Approved
4439,Fair,Low,Medium,Suburban,Master,0.40919789969401693,Disapproved
4440,Good,Low,Large,Urban,Bachelor,0.4286503237385302,Disapproved
4441,Good,Medium,Large,Suburban,High School,0.6340410005582765,Approved
4442,Fair,Low,Large,Suburban,Bachelor,0.23790496634514632,Disapproved
4443,Fair,High,Large,Rural,High School,0.556530396123509,Approved
4444,Fair,Low,Large,Suburban,Bachelor,0.09236216390771723,Disapproved
4445,Good,Medium,Small,Rural,Bachelor,0.670501614532536,Approved
4446,Bad,High,Medium,Rural,Bachelor,0.4125152598543839,Disapproved
4447,Good,Medium,Large,Urban,Bachelor,0.34893959378074996,Disapproved
4448,Fair,Medium,Large,Urban,Master,0.35068132996941326,Disapproved
4449,Good,High,Large,Suburban,Bachelor,0.5739777300749463,Approved
4450,Fair,High,Small,Rural,Bachelor,0.706504318887134,Approved
4451,Fair,Low,Medium,Urban,Master,0.5300027928520337,Approved
4452,Good,Medium,Large,Suburban,Bachelor,0.5218637200324254,Approved
4453,Good,High,Medium,Urban,Bachelor,0.6148940928313607,Approved
4454,Good,Low,Medium,Urban,Master,0.45066198112454153,Disapproved
4455,Bad,Low,Large,Suburban,Master,0.2190229716854239,Disapproved
4456,Fair,Low,Medium,Suburban,Bachelor,0.41905837542414415,Disapproved
4457,Bad,Low,Medium,Suburban,High School,0.4184591908237335,Disapproved
4458,Fair,Medium,Large,Rural,Bachelor,0.48314504736259495,Disapproved
4459,Fair,Medium,Medium,Urban,Bachelor,0.44488936253385936,Disapproved
4460,Fair,High,Small,Urban,Bachelor,0.8921872829256814,Approved
4461,Fair,Medium,Medium,Rural,High School,0.7357663329789461,Approved
4462,Good,Low,Medium,Suburban,Bachelor,0.27487128818660533,Disapproved
4463,Bad,Low,Medium,Urban,Bachelor,0.2517244809128499,Disapproved
4464,Fair,High,Medium,Suburban,High School,0.540782617734646,Approved
4465,Fair,Low,Small,Rural,Master,0.506480426695812,Approved
4466,Bad,Low,Medium,Suburban,Master,0.16202520016322502,Disapproved
4467,Bad,High,Large,Suburban,Master,0.19805535791265386,Disapproved
4468,Good,Medium,Medium,Urban,Bachelor,0.7815047616045864,Approved
4469,Good,Low,Medium,Urban,Bachelor,0.3619667286693421,Disapproved
4470,Good,High,Medium,Rural,Master,0.7749881306453316,Approved
4471,Good,High,Small,Suburban,Bachelor,0.7206513787955992,Approved
4472,Fair,Low,Small,Urban,Bachelor,0.7359682366253386,Approved
4473,Fair,High,Large,Suburban,High School,0.4723036502077061,Disapproved
4474,Fair,Low,Small,Suburban,Bachelor,0.6643653715700762,Approved
4475,Fair,Medium,Medium,Urban,Master,0.5399626644588272,Approved
4476,Fair,High,Small,Suburban,High School,0.7330836357924468,Approved
4477,Fair,High,Small,Urban,Bachelor,0.7721299332654314,Approved
4478,Fair,Low,Medium,Urban,Bachelor,0.628875044981222,Approved
4479,Fair,Low,Medium,Suburban,Bachelor,0.2605329913234944,Disapproved
4480,Bad,Low,Small,Urban,High School,0.10696714778063386,Disapproved
4481,Fair,Medium,Large,Urban,Master,0.24337398944691846,Disapproved
4482,Fair,Low,Large,Rural,High School,0.13012313708310816,Disapproved
4483,Fair,Medium,Medium,Suburban,Master,0.6603812181144387,Approved
4484,Fair,Low,Small,Urban,High School,0.5203069961029193,Approved
4485,Good,Medium,Small,Urban,High School,0.8675452350256996,Approved
4486,Bad,Low,Large,Urban,Master,0.1489978831632186,Disapproved
4487,Fair,High,Small,Suburban,Master,0.7651975344104852,Approved
4488,Good,Low,Large,Urban,Master,0.413382797096312,Disapproved
4489,Fair,Low,Small,Urban,High School,0.761818695403203,Approved
4490,Fair,High,Medium,Urban,Bachelor,0.6557539172264457,Approved
4491,Fair,Medium,Large,Urban,High School,0.5259930404407147,Approved
4492,Fair,Low,Large,Urban,High School,0.39470516413244416,Disapproved
4493,Good,Low,Large,Urban,High School,0.3626865206061072,Disapproved
4494,Good,Medium,Large,Rural,High School,0.4961193477530478,Disapproved
4495,Fair,Low,Small,Rural,Master,0.487326410288957,Disapproved
4496,Fair,Medium,Large,Urban,High School,0.5542143909987215,Approved
4497,Bad,Medium,Small,Suburban,Bachelor,0.3585046824495507,Disapproved
4498,Fair,Low,Medium,Suburban,Bachelor,0.2830721408851371,Disapproved
4499,Fair,Medium,Medium,Urban,High School,0.4631531543799703,Disapproved
4500,Fair,Medium,Large,Urban,Master,0.20258212357551278,Disapproved
4501,Fair,High,Small,Urban,Bachelor,0.6877319543729814,Approved
4502,Fair,Low,Medium,Suburban,Master,0.5707500953847278,Approved
4503,Bad,Medium,Small,Suburban,Master,0.6125895363783707,Approved
4504,Fair,Low,Small,Rural,Master,0.48032303613368316,Disapproved
4505,Fair,Medium,Large,Suburban,Master,0.4760156618543581,Disapproved
4506,Good,High,Large,Rural,High School,0.8678793748989996,Approved
4507,Bad,Low,Small,Rural,High School,0.43718987409339166,Disapproved
4508,Fair,High,Small,Rural,Bachelor,0.8912318795391968,Approved
4509,Good,Medium,Medium,Urban,Bachelor,0.7759245574939225,Approved
4510,Bad,High,Medium,Urban,Master,0.41998940118068967,Disapproved
4511,Fair,Medium,Medium,Suburban,Master,0.5403182973736894,Approved
4512,Bad,Low,Medium,Suburban,High School,0.3172436899424133,Disapproved
4513,Fair,Low,Large,Urban,High School,0.16843683308154075,Disapproved
4514,Fair,Low,Medium,Rural,High School,0.10328710152271318,Disapproved
4515,Fair,Low,Large,Rural,Bachelor,0.16044198815781946,Disapproved
4516,Fair,Medium,Medium,Suburban,High School,0.20153030389441087,Disapproved
4517,Good,Medium,Small,Urban,Bachelor,0.7001924165217102,Approved
4518,Bad,High,Small,Rural,Bachelor,0.35604770989591994,Disapproved
4519,Bad,Medium,Small,Urban,High School,0.6473887093689518,Approved
4520,Good,Medium,Small,Urban,Bachelor,0.6379842810335826,Approved
4521,Fair,High,Medium,Rural,Bachelor,0.7064016645518715,Approved
4522,Good,High,Small,Suburban,Bachelor,0.9112928573203413,Approved
4523,Fair,Low,Small,Urban,Master,0.6579592992715438,Approved
4524,Good,Medium,Small,Rural,High School,0.5296544583021935,Approved
4525,Fair,Low,Medium,Urban,Bachelor,0.5686011485413964,Approved
4526,Good,Low,Large,Suburban,Master,0.45449052703769166,Disapproved
4527,Good,Low,Large,Suburban,Bachelor,0.5170451608009016,Approved
4528,Fair,High,Large,Urban,Bachelor,0.7435709060597009,Approved
4529,Bad,Medium,Small,Urban,Bachelor,0.6344970587488973,Approved
4530,Fair,Medium,Medium,Rural,Bachelor,0.3230812245555306,Disapproved
4531,Bad,High,Small,Urban,High School,0.720969522203192,Approved
4532,Fair,Low,Medium,Urban,Bachelor,0.19168252843784056,Disapproved
4533,Fair,Medium,Medium,Urban,Bachelor,0.4979102802740669,Disapproved
4534,Fair,Medium,Large,Urban,Bachelor,0.27908158046811316,Disapproved
4535,Fair,Low,Large,Rural,Bachelor,0.2490728473804249,Disapproved
4536,Fair,Medium,Medium,Urban,Bachelor,0.27825273266283646,Disapproved
4537,Fair,Low,Medium,Suburban,Bachelor,0.20298051820854482,Disapproved
4538,Bad,High,Large,Urban,High School,0.2540525815895563,Disapproved
4539,Bad,Low,Small,Rural,High School,0.3537929764666009,Disapproved
4540,Bad,Low,Medium,Suburban,Bachelor,0.19968128874607116,Disapproved
4541,Fair,Medium,Small,Urban,High School,0.8366077556651772,Approved
4542,Fair,Low,Large,Rural,Bachelor,0.30290465267711664,Disapproved
4543,Fair,Low,Medium,Urban,Bachelor,0.45058337593981257,Disapproved
4544,Fair,Medium,Large,Suburban,High School,0.2952440996742765,Disapproved
4545,Good,Low,Small,Rural,Master,0.48503748463844026,Disapproved
4546,Bad,Medium,Medium,Suburban,Bachelor,0.3490892243824976,Disapproved
4547,Fair,Medium,Medium,Suburban,High School,0.7708517733688407,Approved
4548,Fair,Medium,Small,Urban,High School,0.6968685822656352,Approved
4549,Good,Medium,Large,Urban,Bachelor,0.6813129078756677,Approved
4550,Good,Low,Large,Urban,Bachelor,0.5871983538973595,Approved
4551,Bad,Low,Small,Rural,Master,0.4771092431756155,Disapproved
4552,Bad,Medium,Medium,Rural,Bachelor,0.38308163285063407,Disapproved
4553,Good,High,Large,Urban,Master,0.46941279357084753,Disapproved
4554,Fair,Low,Medium,Urban,High School,0.3558975898240318,Disapproved
4555,Fair,Medium,Large,Urban,Bachelor,0.29816294733657106,Disapproved
4556,Fair,Medium,Large,Urban,Master,0.40015306563234015,Disapproved
4557,Fair,Medium,Medium,Urban,High School,0.29094716881917165,Disapproved
4558,Good,Medium,Small,Suburban,High School,0.7287101004255575,Approved
4559,Good,Low,Medium,Rural,Bachelor,0.6129940474293858,Approved
4560,Good,Medium,Medium,Suburban,Master,0.5565864136600619,Approved
4561,Fair,Low,Small,Suburban,Bachelor,0.4008422113489619,Disapproved
4562,Good,Medium,Medium,Suburban,Bachelor,0.5421486955915018,Approved
4563,Bad,High,Small,Suburban,Bachelor,0.5853289634303133,Approved
