,Credit_History,Income_Level,Loan_Amount,Zip_Code,Education_Level,loan_approval
6422,Bad,Low,Large,Urban,Bachelor,0
6423,Fair,Medium,Medium,Urban,Master,0
6424,Fair,Medium,Small,Rural,Bachelor,1
6425,Bad,Medium,Medium,Urban,Bachelor,0
6426,Good,Low,Medium,Suburban,Master,1
6427,Good,Medium,Small,Rural,High School,1
6428,Fair,Medium,Large,Urban,High School,0
6429,Fair,Medium,Medium,Suburban,High School,1
6430,Good,Low,Medium,Rural,High School,0
6431,Good,Medium,Large,Suburban,High School,1
6432,Good,High,Large,Urban,Bachelor,1
6433,Fair,Low,Large,Rural,Master,0
6434,Good,Low,Small,Suburban,Master,1
6435,Fair,Medium,Medium,Suburban,Bachelor,1
6436,Fair,Medium,Small,Suburban,High School,0
6437,Bad,Medium,Medium,Urban,Master,0
6438,Bad,Medium,Medium,Urban,Master,1
6439,Fair,Low,Small,Urban,Bachelor,1
6440,Fair,Low,Small,Urban,High School,0
6441,Bad,Low,Large,Urban,Master,0
6442,Good,Low,Medium,Urban,High School,1
6443,Bad,Medium,Small,Urban,High School,0
6444,Fair,Low,Small,Rural,Master,1
6445,Fair,High,Small,Suburban,Bachelor,1
6446,Good,High,Medium,Suburban,High School,1
6447,Fair,High,Large,Urban,Bachelor,1
6448,Bad,High,Large,Urban,Master,0
6449,Fair,Medium,Small,Urban,Master,1
6450,Good,High,Medium,Suburban,High School,1
6451,Good,Low,Large,Suburban,High School,0
6452,Fair,Low,Small,Urban,Bachelor,1
6453,Fair,Medium,Large,Suburban,Master,0
6454,Good,Low,Small,Suburban,High School,1
6455,Bad,High,Medium,Suburban,Bachelor,1
6456,Fair,Medium,Large,Urban,High School,0
6457,Fair,Medium,Medium,Suburban,High School,0
6458,Bad,Low,Large,Suburban,Master,0
6459,Fair,Medium,Medium,Urban,High School,0
6460,Fair,Low,Medium,Urban,Master,0
6461,Fair,High,Large,Urban,Bachelor,1
6462,Good,Low,Small,Urban,High School,1
6463,Fair,Medium,Medium,Urban,Master,1
6464,Good,Low,Large,Urban,Bachelor,0
6465,Bad,Low,Large,Urban,Bachelor,0
6466,Fair,Medium,Large,Urban,Master,0
6467,Bad,Low,Small,Urban,Bachelor,0
6468,Good,Medium,Large,Suburban,Bachelor,0
6469,Good,Low,Medium,Rural,High School,0
6470,Fair,Low,Small,Urban,Master,0
6471,Good,Medium,Medium,Urban,Bachelor,1
6472,Fair,Low,Medium,Rural,High School,0
6473,Good,Low,Small,Suburban,Master,1
6474,Good,High,Small,Urban,Bachelor,1
6475,Good,Low,Large,Suburban,Bachelor,0
6476,Fair,Low,Medium,Urban,High School,1
6477,Bad,Low,Small,Suburban,Master,0
6478,Fair,Medium,Medium,Rural,Master,1
6479,Bad,Medium,Small,Urban,Bachelor,0
6480,Fair,Low,Small,Rural,Bachelor,1
6481,Fair,Medium,Medium,Urban,Bachelor,0
6482,Fair,Low,Large,Suburban,High School,0
6483,Bad,Medium,Large,Urban,Bachelor,0
6484,Bad,Low,Medium,Suburban,High School,0
6485,Fair,Medium,Large,Urban,Master,1
6486,Good,High,Small,Suburban,High School,1
6487,Fair,Medium,Medium,Suburban,Master,1
6488,Fair,High,Medium,Urban,Bachelor,1
6489,Good,Low,Small,Urban,High School,1
6490,Fair,Low,Medium,Urban,Bachelor,0
6491,Fair,Low,Medium,Suburban,Master,0
6492,Fair,Low,Large,Rural,Master,1
6493,Fair,Low,Medium,Urban,High School,0
6494,Good,Low,Small,Suburban,Bachelor,1
6495,Bad,Medium,Medium,Urban,Master,0
6496,Fair,Low,Medium,Urban,Master,0
6497,Bad,Low,Large,Urban,Master,0
6498,Fair,Low,Small,Suburban,High School,0
6499,Good,High,Small,Rural,Master,1
6500,Fair,Low,Medium,Rural,Bachelor,0
6501,Bad,Medium,Small,Urban,Bachelor,0
6502,Fair,Medium,Medium,Suburban,High School,0
6503,Bad,Medium,Medium,Urban,High School,0
6504,Bad,Low,Small,Urban,Bachelor,0
6505,Good,Low,Large,Urban,High School,0
6506,Good,Medium,Medium,Urban,Bachelor,1
6507,Good,Low,Large,Suburban,Master,0
6508,Good,Low,Medium,Urban,Master,1
6509,Fair,Low,Medium,Rural,High School,1
6510,Bad,High,Large,Urban,High School,0
6511,Good,Medium,Medium,Urban,Bachelor,1
6512,Good,Medium,Large,Urban,High School,0
6513,Good,Medium,Medium,Urban,High School,1
6514,Fair,High,Large,Rural,Bachelor,0
6515,Fair,Medium,Small,Urban,Bachelor,1
6516,Good,Medium,Medium,Rural,Master,1
6517,Good,High,Small,Urban,Master,1
6518,Good,Medium,Small,Urban,Master,1
6519,Bad,Low,Large,Urban,High School,0
6520,Fair,Low,Large,Rural,Master,1
6521,Fair,Medium,Medium,Urban,Bachelor,0
6522,Good,High,Medium,Rural,Bachelor,1
6523,Bad,Medium,Large,Urban,Master,0
6524,Bad,Medium,Large,Urban,Master,0
6525,Good,Medium,Medium,Suburban,Bachelor,1
6526,Bad,Medium,Small,Urban,High School,1
6527,Good,Medium,Small,Urban,Master,1
6528,Fair,Low,Large,Rural,Master,0
6529,Good,High,Medium,Urban,High School,0
6530,Fair,Medium,Large,Suburban,High School,0
6531,Good,Medium,Medium,Urban,High School,1
6532,Good,Low,Small,Urban,High School,1
6533,Bad,Low,Small,Urban,Bachelor,0
6534,Bad,Medium,Medium,Suburban,High School,0
6535,Fair,Medium,Large,Suburban,Master,0
6536,Fair,Medium,Medium,Suburban,Master,1
6537,Good,Low,Small,Suburban,Bachelor,1
6538,Fair,Medium,Large,Urban,Bachelor,0
6539,Fair,High,Medium,Urban,Bachelor,0
6540,Bad,Low,Small,Urban,High School,0
6541,Good,Medium,Small,Suburban,High School,1
6542,Good,Medium,Small,Suburban,Bachelor,1
6543,Fair,Medium,Medium,Urban,Master,1
6544,Fair,Medium,Medium,Urban,Master,1
6545,Bad,Medium,Medium,Suburban,Master,1
6546,Fair,High,Small,Rural,Bachelor,1
6547,Fair,Low,Small,Suburban,Master,1
6548,Bad,Medium,Small,Urban,Bachelor,0
6549,Fair,Low,Large,Suburban,High School,0
6550,Fair,Low,Small,Suburban,Bachelor,0
6551,Fair,Low,Medium,Urban,Master,0
6552,Fair,Low,Large,Suburban,High School,0
6553,Bad,High,Large,Urban,High School,1
6554,Good,High,Medium,Urban,High School,1
6555,Good,Low,Medium,Rural,High School,1
6556,Fair,Medium,Small,Rural,High School,1
6557,Bad,Medium,Small,Urban,Bachelor,1
6558,Good,High,Large,Urban,Master,1
6559,Good,Medium,Medium,Suburban,Master,1
6560,Fair,Low,Large,Urban,Master,0
6561,Fair,Medium,Medium,Urban,High School,0
6562,Bad,Medium,Medium,Urban,High School,0
6563,Fair,Medium,Small,Suburban,High School,1
6564,Bad,High,Medium,Urban,Master,0
6565,Fair,High,Small,Suburban,High School,1
6566,Fair,Medium,Small,Urban,Bachelor,1
6567,Fair,Medium,Medium,Rural,High School,1
6568,Fair,High,Medium,Rural,High School,1
6569,Fair,Low,Small,Suburban,High School,1
6570,Fair,Low,Large,Urban,Master,0
6571,Bad,Low,Small,Urban,High School,0
6572,Bad,High,Small,Suburban,High School,1
6573,Good,Medium,Large,Rural,Bachelor,1
6574,Bad,Low,Small,Urban,Bachelor,0
6575,Good,High,Large,Urban,Bachelor,0
6576,Good,Medium,Small,Urban,Master,1
6577,Fair,High,Medium,Urban,Bachelor,0
6578,Fair,Low,Small,Urban,High School,1
6579,Fair,Medium,Medium,Rural,Bachelor,1
6580,Good,Medium,Small,Urban,Bachelor,1
6581,Good,Medium,Large,Urban,Master,1
6582,Good,Medium,Large,Rural,Master,1
6583,Bad,High,Large,Urban,Master,0
6584,Fair,Low,Small,Rural,Bachelor,0
6585,Fair,High,Large,Urban,High School,1
6586,Fair,Low,Medium,Rural,Master,0
6587,Bad,Low,Small,Urban,Bachelor,0
6588,Bad,Low,Small,Rural,Master,0
6589,Good,Low,Large,Urban,Master,0
6590,Fair,Low,Small,Urban,Bachelor,0
6591,Fair,High,Large,Urban,Bachelor,0
6592,Fair,Medium,Small,Urban,Bachelor,1
6593,Good,Medium,Small,Urban,High School,1
6594,Good,Medium,Large,Rural,Bachelor,0
6595,Fair,Low,Large,Urban,Bachelor,0
6596,Bad,Low,Medium,Suburban,High School,0
6597,Fair,Medium,Medium,Urban,Bachelor,1
6598,Good,Medium,Small,Rural,Bachelor,1
6599,Fair,Medium,Medium,Suburban,Master,0
6600,Fair,Medium,Small,Rural,Master,1
6601,Fair,Medium,Medium,Urban,High School,0
6602,Fair,Medium,Small,Urban,Master,1
6603,Good,High,Small,Urban,Bachelor,1
6604,Fair,Low,Small,Suburban,Bachelor,0
6605,Bad,Medium,Large,Suburban,Master,0
6606,Bad,Medium,Medium,Suburban,High School,1
6607,Fair,High,Large,Urban,Bachelor,0
6608,Good,Low,Large,Suburban,Bachelor,0
6609,Fair,Medium,Medium,Rural,Master,1
6610,Good,Low,Small,Urban,Bachelor,1
6611,Good,Medium,Large,Urban,Master,1
6612,Fair,Low,Medium,Suburban,High School,1
6613,Bad,Low,Medium,Urban,Master,0
6614,Bad,Medium,Large,Suburban,Bachelor,0
6615,Good,Low,Medium,Suburban,Bachelor,1
6616,Bad,Low,Small,Rural,Bachelor,0
6617,Fair,Low,Large,Rural,Bachelor,0
6618,Fair,Low,Small,Suburban,High School,0
6619,Good,High,Medium,Urban,High School,1
6620,Bad,Medium,Small,Urban,High School,0
6621,Fair,High,Large,Rural,Master,0
6622,Fair,Medium,Small,Suburban,Master,1
6623,Fair,High,Large,Suburban,Master,1
6624,Good,Medium,Medium,Urban,Master,1
6625,Bad,Medium,Large,Urban,High School,0
6626,Good,Medium,Small,Urban,Bachelor,1
6627,Fair,Medium,Small,Urban,Master,1
6628,Fair,Medium,Large,Suburban,Master,0
6629,Fair,Low,Large,Suburban,High School,0
6630,Fair,Low,Large,Urban,Bachelor,0
6631,Bad,Medium,Large,Suburban,High School,0
6632,Fair,Medium,Medium,Rural,High School,1
6633,Fair,Low,Medium,Suburban,Bachelor,1
6634,Fair,Low,Small,Suburban,Master,0
6635,Fair,Medium,Small,Urban,Bachelor,1
6636,Good,High,Medium,Rural,Bachelor,1
6637,Fair,Low,Large,Urban,Bachelor,0
6638,Bad,Low,Medium,Rural,Master,0
6639,Fair,High,Medium,Suburban,High School,1
6640,Good,Medium,Medium,Rural,Bachelor,1
6641,Good,Low,Medium,Rural,High School,0
6642,Fair,High,Small,Suburban,Bachelor,1
6643,Good,Medium,Small,Urban,High School,1
6644,Fair,Medium,Large,Urban,Master,0
6645,Fair,High,Large,Urban,High School,1
6646,Good,High,Small,Urban,High School,1
6647,Good,Low,Small,Urban,Bachelor,1
6648,Fair,Low,Large,Suburban,Bachelor,0
6649,Good,Low,Small,Urban,Master,1
6650,Bad,Low,Medium,Urban,High School,0
6651,Good,Low,Medium,Rural,High School,1
6652,Fair,Low,Large,Suburban,Master,0
6653,Bad,High,Small,Rural,Master,1
6654,Fair,High,Medium,Urban,Master,1
6655,Fair,Medium,Large,Suburban,Bachelor,0
6656,Fair,Medium,Small,Urban,Master,1
6657,Fair,Low,Small,Urban,Bachelor,1
6658,Bad,Low,Small,Suburban,Bachelor,0
6659,Fair,Low,Large,Urban,Master,0
6660,Fair,Medium,Small,Urban,High School,1
6661,Fair,Low,Large,Suburban,Bachelor,0
6662,Fair,High,Medium,Suburban,Master,0
6663,Good,Medium,Medium,Suburban,Bachelor,1
6664,Good,Low,Medium,Urban,Bachelor,1
6665,Good,Low,Medium,Urban,High School,1
6666,Fair,Medium,Small,Urban,High School,1
6667,Good,High,Medium,Rural,High School,1
6668,Bad,Medium,Medium,Rural,Master,0
6669,Bad,Low,Large,Urban,Master,0
6670,Fair,Medium,Large,Urban,High School,1
6671,Good,Low,Large,Suburban,High School,1
6672,Fair,High,Small,Urban,High School,1
6673,Bad,Medium,Small,Rural,High School,0
6674,Bad,Medium,Small,Suburban,Bachelor,1
6675,Good,Medium,Large,Urban,High School,1
6676,Fair,Medium,Medium,Urban,Master,1
6677,Fair,Low,Large,Suburban,Master,0
6678,Fair,Low,Small,Urban,High School,1
6679,Fair,Low,Medium,Suburban,Bachelor,0
6680,Fair,High,Large,Urban,Bachelor,0
6681,Fair,Medium,Medium,Urban,High School,1
6682,Good,Low,Large,Suburban,Master,1
6683,Fair,High,Medium,Urban,High School,1
6684,Fair,Low,Medium,Urban,High School,0
6685,Bad,Low,Small,Urban,High School,0
6686,Fair,Low,Small,Suburban,Master,1
6687,Fair,Medium,Medium,Suburban,Bachelor,0
6688,Fair,Medium,Medium,Urban,Bachelor,0
6689,Bad,Medium,Small,Suburban,Master,1
6690,Good,Medium,Medium,Urban,High School,0
6691,Fair,Low,Large,Urban,Master,0
6692,Fair,Medium,Small,Suburban,Bachelor,1
6693,Good,Low,Large,Suburban,Bachelor,0
6694,Fair,Medium,Large,Urban,Master,0
6695,Good,Medium,Large,Urban,Bachelor,1
6696,Fair,Medium,Large,Urban,Master,0
6697,Fair,Medium,Large,Rural,Master,0
6698,Good,Medium,Large,Urban,High School,0
6699,Fair,Low,Medium,Urban,High School,0
6700,Fair,High,Large,Urban,High School,0
6701,Good,Low,Large,Urban,High School,0
6702,Fair,Low,Medium,Suburban,Bachelor,0
6703,Fair,Medium,Large,Urban,High School,0
6704,Fair,Medium,Large,Suburban,Bachelor,0
6705,Good,Low,Medium,Urban,Master,0
6706,Good,High,Medium,Urban,Master,1
6707,Fair,High,Medium,Urban,High School,0
6708,Fair,Medium,Medium,Urban,High School,1
6709,Good,Medium,Medium,Urban,High School,1
6710,Bad,Medium,Medium,Suburban,Master,0
6711,Fair,Low,Small,Suburban,Bachelor,1
6712,Good,Medium,Medium,Urban,Master,0
6713,Good,High,Medium,Urban,Master,1
6714,Good,High,Large,Urban,Master,1
6715,Fair,High,Small,Suburban,High School,1
6716,Bad,Low,Large,Rural,Bachelor,0
6717,Fair,Low,Medium,Rural,Master,0
6718,Fair,Low,Medium,Suburban,High School,0
6719,Fair,Medium,Medium,Urban,Bachelor,0
6720,Good,Low,Small,Suburban,Bachelor,1
6721,Bad,Low,Small,Urban,Bachelor,0
6722,Good,Medium,Large,Suburban,Master,0
6723,Fair,Medium,Large,Urban,Bachelor,0
6724,Fair,Medium,Small,Urban,Master,1
6725,Bad,High,Medium,Urban,Bachelor,1
6726,Fair,Low,Medium,Urban,Bachelor,1
6727,Bad,Low,Small,Suburban,Master,0
6728,Good,Medium,Medium,Suburban,Master,1
6729,Good,Medium,Small,Rural,Master,1
6730,Fair,Medium,Medium,Rural,Master,1
6731,Fair,Low,Medium,Urban,Bachelor,0
6732,Good,Low,Medium,Urban,High School,0
6733,Fair,Medium,Small,Suburban,High School,1
6734,Bad,High,Medium,Rural,High School,0
6735,Fair,High,Medium,Urban,Bachelor,0
6736,Good,Medium,Small,Urban,High School,1
6737,Bad,Medium,Medium,Urban,High School,0
6738,Fair,High,Medium,Rural,High School,0
6739,Good,Medium,Medium,Rural,Bachelor,1
6740,Bad,Medium,Medium,Urban,High School,0
6741,Bad,High,Large,Rural,Master,1
6742,Fair,Medium,Medium,Urban,Bachelor,0
6743,Good,High,Small,Urban,Bachelor,1
6744,Fair,Low,Medium,Suburban,Master,1
6745,Good,Medium,Small,Urban,High School,1
6746,Fair,High,Medium,Urban,Master,1
6747,Bad,Low,Small,Rural,Bachelor,0
6748,Good,Medium,Large,Suburban,High School,1
6749,Fair,Low,Large,Rural,Bachelor,0
6750,Fair,High,Medium,Urban,Master,1
6751,Fair,Medium,Medium,Urban,Bachelor,1
6752,Fair,Low,Medium,Urban,High School,1
6753,Bad,Medium,Large,Rural,Master,0
6754,Bad,Medium,Medium,Urban,Master,0
6755,Fair,Medium,Medium,Urban,Master,0
6756,Good,Medium,Medium,Urban,Master,1
6757,Fair,High,Small,Suburban,Master,1
6758,Good,Medium,Small,Urban,High School,1
6759,Fair,Medium,Medium,Urban,Bachelor,1
6760,Fair,Low,Medium,Urban,Master,0
6761,Bad,High,Medium,Urban,High School,0
6762,Bad,Low,Small,Urban,High School,0
6763,Fair,Medium,Small,Urban,High School,1
6764,Good,High,Medium,Rural,High School,1
6765,Good,Low,Large,Urban,High School,0
6766,Good,Medium,Large,Urban,Master,1
6767,Fair,Low,Medium,Urban,Master,0
6768,Good,Medium,Medium,Rural,High School,0
6769,Fair,Medium,Medium,Urban,Master,0
6770,Bad,High,Medium,Rural,Bachelor,1
6771,Good,High,Medium,Rural,High School,1
6772,Fair,Medium,Small,Urban,High School,0
6773,Bad,Medium,Medium,Urban,High School,0
6774,Fair,Medium,Large,Suburban,Master,0
6775,Fair,Low,Medium,Suburban,Bachelor,0
6776,Good,Medium,Medium,Suburban,High School,1
6777,Fair,High,Small,Rural,High School,1
6778,Good,Medium,Medium,Urban,Master,1
6779,Bad,Low,Medium,Suburban,Master,0
6780,Fair,Low,Medium,Urban,Bachelor,0
6781,Fair,Medium,Medium,Suburban,Master,0
6782,Fair,Low,Small,Suburban,High School,1
6783,Fair,Medium,Large,Urban,Bachelor,0
6784,Good,Medium,Medium,Urban,Bachelor,1
6785,Good,Medium,Large,Urban,Bachelor,0
6786,Good,Low,Medium,Urban,Master,0
6787,Good,Medium,Medium,Rural,Master,1
6788,Good,High,Large,Suburban,High School,1
6789,Fair,High,Medium,Suburban,High School,1
6790,Good,Medium,Small,Urban,Bachelor,1
6791,Fair,Low,Medium,Urban,Master,0
6792,Fair,High,Large,Urban,High School,0
6793,Fair,Medium,Medium,Urban,Bachelor,1
6794,Fair,Low,Large,Suburban,Master,0
6795,Fair,Low,Large,Rural,High School,0
6796,Good,Low,Medium,Urban,Master,1
6797,Fair,Low,Large,Suburban,High School,0
6798,Bad,Low,Small,Urban,Bachelor,0
6799,Fair,High,Large,Urban,Master,0
6800,Bad,Medium,Small,Urban,Bachelor,0
6801,Bad,Medium,Small,Suburban,High School,0
6802,Fair,High,Small,Urban,Master,1
6803,Fair,Medium,Medium,Urban,High School,1
6804,Fair,High,Small,Suburban,Bachelor,1
6805,Good,High,Small,Suburban,Bachelor,1
6806,Good,Medium,Large,Urban,Bachelor,0
6807,Fair,High,Medium,Suburban,Bachelor,1
6808,Fair,Medium,Large,Suburban,Bachelor,0
6809,Fair,Low,Medium,Urban,High School,0
6810,Good,Medium,Medium,Suburban,Bachelor,1
6811,Bad,Medium,Large,Urban,High School,0
6812,Bad,High,Small,Suburban,High School,1
6813,Good,Low,Large,Rural,Bachelor,0
6814,Fair,Medium,Small,Urban,Bachelor,1
6815,Bad,Low,Large,Urban,High School,0
6816,Fair,Low,Medium,Urban,Bachelor,0
6817,Good,Low,Large,Urban,Bachelor,0
6818,Good,Medium,Large,Urban,Bachelor,0
6819,Good,High,Small,Suburban,Bachelor,1
6820,Fair,Low,Large,Urban,Master,0
6821,Fair,Medium,Medium,Urban,Bachelor,0
6822,Good,Low,Small,Suburban,Master,1
6823,Good,Low,Large,Suburban,High School,0
6824,Fair,Medium,Small,Urban,Master,1
6825,Good,Low,Large,Suburban,Bachelor,0
6826,Bad,Medium,Large,Rural,Bachelor,0
6827,Fair,Low,Large,Urban,Master,0
6828,Fair,Low,Small,Urban,High School,1
6829,Fair,Medium,Large,Suburban,Bachelor,0
6830,Good,Medium,Small,Suburban,High School,1
6831,Bad,Low,Small,Urban,Master,0
6832,Fair,Medium,Medium,Urban,Master,0
6833,Good,High,Medium,Suburban,Bachelor,1
6834,Good,Medium,Small,Rural,Bachelor,1
6835,Bad,Low,Medium,Suburban,Bachelor,0
6836,Fair,Medium,Large,Rural,High School,0
6837,Fair,Medium,Medium,Suburban,High School,1
6838,Bad,Low,Small,Rural,Bachelor,0
6839,Good,High,Small,Suburban,Bachelor,1
6840,Good,High,Large,Rural,Bachelor,1
6841,Bad,High,Large,Urban,High School,0
6842,Bad,High,Small,Rural,Bachelor,1
6843,Bad,Medium,Large,Urban,Master,0
6844,Good,Medium,Small,Urban,High School,1
6845,Bad,Medium,Large,Suburban,Bachelor,0
6846,Fair,High,Small,Urban,Bachelor,1
6847,Fair,Medium,Small,Urban,Master,1
6848,Fair,Low,Large,Rural,Bachelor,0
6849,Bad,Low,Large,Suburban,Bachelor,0
6850,Fair,High,Medium,Rural,Master,1
6851,Good,Low,Large,Rural,High School,1
6852,Good,Medium,Medium,Urban,Bachelor,1
6853,Good,High,Medium,Urban,Bachelor,1
6854,Bad,Medium,Large,Urban,Bachelor,0
6855,Fair,High,Medium,Suburban,High School,1
6856,Fair,Medium,Small,Suburban,High School,1
6857,Fair,Low,Medium,Urban,High School,0
6858,Good,High,Medium,Urban,Master,1
6859,Fair,Low,Medium,Urban,Master,0
6860,Bad,Medium,Small,Urban,High School,1
6861,Good,Low,Medium,Urban,High School,1
6862,Good,Low,Large,Rural,Master,0
6863,Bad,Medium,Large,Urban,Bachelor,0
6864,Fair,Low,Small,Urban,Master,1
6865,Fair,Medium,Small,Urban,High School,1
6866,Fair,High,Medium,Suburban,Master,1
6867,Bad,Low,Large,Urban,Master,0
6868,Fair,Low,Medium,Urban,High School,0
6869,Good,Medium,Small,Suburban,High School,1
6870,Fair,Medium,Medium,Rural,High School,1
6871,Bad,High,Large,Rural,High School,0
6872,Fair,Low,Medium,Urban,Master,0
6873,Fair,High,Small,Suburban,Bachelor,1
6874,Good,Medium,Large,Urban,Master,1
6875,Fair,Medium,Medium,Urban,Master,0
6876,Bad,Low,Medium,Urban,Bachelor,0
6877,Bad,Medium,Medium,Urban,Bachelor,1
6878,Good,Low,Medium,Suburban,High School,0
6879,Fair,Low,Medium,Rural,Bachelor,0
6880,Good,Medium,Large,Urban,Master,1
6881,Fair,High,Large,Urban,High School,0
6882,Fair,Medium,Medium,Urban,Bachelor,0
6883,Fair,Medium,Large,Suburban,Master,0
6884,Good,Medium,Medium,Rural,Bachelor,1
6885,Good,Medium,Medium,Rural,Bachelor,1
6886,Fair,High,Large,Suburban,Master,0
6887,Fair,Medium,Medium,Urban,High School,0
6888,Bad,Low,Medium,Suburban,Master,0
6889,Fair,Low,Large,Urban,Master,0
6890,Fair,Medium,Medium,Rural,High School,1
6891,Good,Medium,Small,Urban,Bachelor,1
6892,Good,Low,Medium,Suburban,Bachelor,1
6893,Fair,High,Medium,Urban,High School,1
6894,Fair,Medium,Large,Urban,Bachelor,0
6895,Good,Medium,Large,Suburban,Bachelor,0
6896,Good,Low,Large,Suburban,Master,0
6897,Bad,Low,Small,Suburban,Bachelor,1
6898,Fair,High,Medium,Suburban,Master,1
6899,Fair,High,Large,Urban,High School,0
6900,Fair,Low,Small,Rural,High School,0
6901,Bad,Low,Large,Rural,Master,0
6902,Bad,Medium,Large,Urban,Master,0
6903,Fair,Low,Medium,Rural,High School,0
6904,Fair,Medium,Medium,Rural,Bachelor,0
6905,Bad,High,Medium,Suburban,Bachelor,1
6906,Fair,Low,Medium,Urban,Bachelor,0
6907,Good,Low,Medium,Suburban,Master,0
6908,Good,High,Small,Urban,Master,1
6909,Fair,Low,Small,Suburban,High School,1
6910,Fair,High,Small,Suburban,Bachelor,1
6911,Good,Medium,Small,Rural,High School,1
6912,Fair,High,Medium,Suburban,Master,1
6913,Fair,Low,Medium,Urban,Bachelor,0
6914,Fair,Low,Medium,Suburban,Master,0
6915,Bad,Medium,Small,Urban,Master,0
6916,Fair,Medium,Medium,Urban,High School,1
6917,Good,Low,Large,Urban,Master,0
6918,Fair,High,Small,Urban,Bachelor,1
6919,Fair,High,Small,Rural,High School,1
6920,Good,Medium,Small,Suburban,Bachelor,1
6921,Bad,Low,Large,Suburban,Master,0
6922,Fair,Medium,Large,Urban,Bachelor,0
6923,Fair,Medium,Large,Suburban,Master,1
6924,Fair,Medium,Medium,Suburban,Bachelor,1
6925,Bad,High,Large,Urban,Bachelor,1
6926,Fair,Low,Medium,Rural,Master,0
6927,Fair,Low,Large,Urban,Master,0
6928,Fair,Low,Large,Suburban,High School,0
6929,Fair,Medium,Small,Urban,High School,1
6930,Fair,Medium,Small,Urban,Bachelor,1
6931,Bad,Low,Large,Rural,Bachelor,0
6932,Fair,Low,Medium,Suburban,Master,1
6933,Bad,Low,Large,Suburban,High School,0
6934,Good,Low,Large,Rural,Master,1
6935,Fair,Medium,Small,Urban,Bachelor,1
6936,Fair,Low,Small,Suburban,High School,1
6937,Good,Low,Small,Urban,Bachelor,1
6938,Fair,High,Medium,Suburban,High School,0
6939,Fair,Medium,Small,Urban,High School,1
6940,Good,Medium,Large,Urban,Master,0
6941,Good,Low,Large,Rural,Bachelor,0
6942,Fair,Low,Large,Urban,Bachelor,0
6943,Bad,Medium,Small,Urban,Bachelor,1
6944,Fair,Low,Large,Urban,High School,0
6945,Good,Low,Large,Urban,Bachelor,0
6946,Bad,High,Medium,Urban,Master,1
6947,Fair,High,Large,Urban,High School,0
6948,Good,Low,Large,Suburban,Bachelor,0
6949,Bad,Low,Large,Suburban,High School,0
6950,Good,High,Large,Suburban,High School,1
6951,Fair,Low,Medium,Rural,Bachelor,0
6952,Fair,Medium,Medium,Suburban,Bachelor,1
6953,Bad,High,Large,Urban,Master,0
6954,Good,High,Large,Urban,Bachelor,1
6955,Fair,Medium,Small,Suburban,High School,1
6956,Fair,Low,Medium,Suburban,Bachelor,0
6957,Fair,Low,Medium,Urban,Bachelor,0
6958,Good,High,Medium,Urban,Bachelor,1
6959,Good,High,Large,Suburban,Master,1
6960,Fair,Medium,Small,Suburban,High School,1
6961,Fair,Medium,Medium,Suburban,Master,1
6962,Good,Medium,Large,Urban,Bachelor,1
6963,Fair,Medium,Medium,Suburban,Bachelor,1
6964,Fair,High,Medium,Suburban,Master,1
